"Date","Price","Open","High","Low","Vol.","Change %"
"23-02-2007","4,737.65","4,737.65","4,737.65","4,737.65","","-2.50%"
"22-02-2007","4,859.19","4,859.19","4,859.19","4,859.19","","-1.37%"
"21-02-2007","4,926.78","4,926.78","4,926.78","4,926.78","","-0.26%"
"20-02-2007","4,939.47","4,939.47","4,939.47","4,939.47","","-1.38%"
"19-02-2007","5,008.75","5,008.75","5,008.75","5,008.75","","0.45%"
"15-02-2007","4,986.30","4,986.30","4,986.30","4,986.30","","2.45%"
"14-02-2007","4,867.12","4,867.12","4,867.12","4,867.12","","0.07%"
"13-02-2007","4,863.80","4,863.80","4,863.80","4,863.80","","-0.33%"
"12-02-2007","4,879.72","4,879.72","4,879.72","4,879.72","","-2.93%"
"09-02-2007","5,026.84","5,026.84","5,026.84","5,026.84","","-0.85%"
"08-02-2007","5,070.06","5,070.06","5,070.06","5,070.06","","-0.02%"
"07-02-2007","5,071.08","5,071.08","5,071.08","5,071.08","","0.68%"
"06-02-2007","5,037.05","5,037.05","5,037.05","5,037.05","","-0.45%"
"05-02-2007","5,059.94","5,059.94","5,059.94","5,059.94","","0.76%"
"02-02-2007","5,021.71","5,021.71","5,021.71","5,021.71","","1.12%"
"01-02-2007","4,966.14","4,966.14","4,966.14","4,966.14","","1.36%"
"31-01-2007","4,899.39","4,899.39","4,899.39","4,899.39","","-1.01%"
"29-01-2007","4,949.49","4,949.49","4,949.49","4,949.49","","-0.56%"
"25-01-2007","4,977.39","4,977.39","4,977.39","4,977.39","","1.41%"
"24-01-2007","4,908.03","4,908.03","4,908.03","4,908.03","","0.59%"
"23-01-2007","4,879.47","4,879.47","4,879.47","4,879.47","","-0.89%"
"22-01-2007","4,923.09","4,923.09","4,923.09","4,923.09","","0.31%"
"19-01-2007","4,907.74","4,907.74","4,907.74","4,907.74","","-0.45%"
"18-01-2007","4,930.16","4,930.16","4,930.16","4,930.16","","0.80%"
"17-01-2007","4,891.05","4,891.05","4,891.05","4,891.05","","-0.10%"
"16-01-2007","4,895.91","4,895.91","4,895.91","4,895.91","","0.05%"
"15-01-2007","4,893.39","4,893.39","4,893.39","4,893.39","","0.65%"
"12-01-2007","4,861.82","4,861.82","4,861.82","4,861.82","","2.80%"
"11-01-2007","4,729.61","4,729.61","4,729.61","4,729.61","","2.39%"
"10-01-2007","4,619.29","4,619.29","4,619.29","4,619.29","","-1.56%"
"09-01-2007","4,692.59","4,692.59","4,692.59","4,692.59","","-0.56%"
"08-01-2007","4,718.99","4,718.99","4,718.99","4,718.99","","-1.26%"
"05-01-2007","4,778.97","4,778.97","4,778.97","4,778.97","","-0.14%"
"04-01-2007","4,785.45","4,785.45","4,785.45","4,785.45","","-0.88%"
"03-01-2007","4,827.74","4,827.74","4,827.74","4,827.74","","0.42%"
"02-01-2007","4,807.77","4,807.77","4,807.77","4,807.77","","1.04%"
"29-12-2006","4,758.45","4,758.45","4,758.45","4,758.45","","-0.10%"
"28-12-2006","4,763.43","4,763.43","4,763.43","4,763.43","","-0.09%"
"27-12-2006","4,767.87","4,767.87","4,767.87","4,767.87","","1.05%"
"26-12-2006","4,718.31","4,718.31","4,718.31","4,718.31","","1.79%"
"22-12-2006","4,635.27","4,635.27","4,635.27","4,635.27","","0.98%"
"21-12-2006","4,590.19","4,590.19","4,590.19","4,590.19","","0.47%"
"20-12-2006","4,568.69","4,568.69","4,568.69","4,568.69","","-0.43%"
"19-12-2006","4,588.39","4,588.39","4,588.39","4,588.39","","-2.46%"
"18-12-2006","4,704.24","4,704.24","4,704.24","4,704.24","","1.15%"
"15-12-2006","4,650.63","4,650.63","4,650.63","4,650.63","","1.19%"
"14-12-2006","4,596.10","4,596.10","4,596.10","4,596.10","","2.07%"
"13-12-2006","4,502.99","4,502.99","4,502.99","4,502.99","","1.30%"
"12-12-2006","4,445.23","4,445.23","4,445.23","4,445.23","","-3.44%"
"11-12-2006","4,603.81","4,603.81","4,603.81","4,603.81","","-2.84%"
"08-12-2006","4,738.36","4,738.36","4,738.36","4,738.36","","-1.33%"
"07-12-2006","4,802.16","4,802.16","4,802.16","4,802.16","","-0.01%"
"06-12-2006","4,802.88","4,802.88","4,802.88","4,802.88","","0.00%"
"05-12-2006","4,802.64","4,802.64","4,802.64","4,802.64","","0.37%"
"04-12-2006","4,785.00","4,785.00","4,785.00","4,785.00","","0.09%"
"01-12-2006","4,780.67","4,780.67","4,780.67","4,780.67","","1.09%"
"30-11-2006","4,729.13","4,729.13","4,729.13","4,729.13","","0.67%"
"29-11-2006","4,697.68","4,697.68","4,697.68","4,697.68","","0.16%"
"28-11-2006","4,689.96","4,689.96","4,689.96","4,689.96","","-1.19%"
"27-11-2006","4,746.35","4,746.35","4,746.35","4,746.35","","0.46%"
"24-11-2006","4,724.76","4,724.76","4,724.76","4,724.76","","0.14%"
"23-11-2006","4,718.31","4,718.31","4,718.31","4,718.31","","-0.24%"
"22-11-2006","4,729.43","4,729.43","4,729.43","4,729.43","","0.93%"
"21-11-2006","4,685.78","4,685.78","4,685.78","4,685.78","","1.61%"
"20-11-2006","4,611.51","4,611.51","4,611.51","4,611.51","","0.09%"
"17-11-2006","4,607.51","4,607.51","4,607.51","4,607.51","","-0.62%"
"16-11-2006","4,636.27","4,636.27","4,636.27","4,636.27","","0.01%"
"15-11-2006","4,635.61","4,635.61","4,635.61","4,635.61","","0.27%"
"14-11-2006","4,622.99","4,622.99","4,622.99","4,622.99","","0.19%"
"13-11-2006","4,614.44","4,614.44","4,614.44","4,614.44","","0.63%"
"10-11-2006","4,585.74","4,585.74","4,585.74","4,585.74","","1.01%"
"09-11-2006","4,539.88","4,539.88","4,539.88","4,539.88","","0.51%"
"08-11-2006","4,516.91","4,516.91","4,516.91","4,516.91","","-0.56%"
"07-11-2006","4,542.56","4,542.56","4,542.56","4,542.56","","-0.28%"
"06-11-2006","4,555.12","4,555.12","4,555.12","4,555.12","","0.10%"
"03-11-2006","4,550.45","4,550.45","4,550.45","4,550.45","","0.38%"
"02-11-2006","4,533.42","4,533.42","4,533.42","4,533.42","","0.65%"
"01-11-2006","4,503.94","4,503.94","4,503.94","4,503.94","","0.61%"
"31-10-2006","4,476.50","4,476.50","4,476.50","4,476.50","","-0.66%"
"30-10-2006","4,506.39","4,506.39","4,506.39","4,506.39","","0.80%"
"27-10-2006","4,470.82","4,470.82","4,470.82","4,470.82","","1.68%"
"26-10-2006","4,396.93","4,396.93","4,396.93","4,396.93","","0.55%"
"23-10-2006","4,372.72","4,372.72","4,372.72","4,372.72","","-0.70%"
"21-10-2006","4,403.46","4,403.46","4,403.46","4,403.46","","0.18%"
"20-10-2006","4,395.51","4,395.51","4,395.51","4,395.51","","-0.02%"
"19-10-2006","4,396.38","4,396.38","4,396.38","4,396.38","","-0.87%"
"18-10-2006","4,435.09","4,435.09","4,435.09","4,435.09","","-0.12%"
"17-10-2006","4,440.29","4,440.29","4,440.29","4,440.29","","-0.24%"
"16-10-2006","4,450.99","4,450.99","4,450.99","4,450.99","","1.30%"
"13-10-2006","4,393.74","4,393.74","4,393.74","4,393.74","","1.52%"
"12-10-2006","4,328.00","4,328.00","4,328.00","4,328.00","","1.76%"
"11-10-2006","4,253.30","4,253.30","4,253.30","4,253.30","","-0.35%"
"10-10-2006","4,268.24","4,268.24","4,268.24","4,268.24","","0.11%"
"09-10-2006","4,263.57","4,263.57","4,263.57","4,263.57","","-0.07%"
"06-10-2006","4,266.62","4,266.62","4,266.62","4,266.62","","0.13%"
"05-10-2006","4,260.89","4,260.89","4,260.89","4,260.89","","1.41%"
"04-10-2006","4,201.66","4,201.66","4,201.66","4,201.66","","-1.52%"
"03-10-2006","4,266.50","4,266.50","4,266.50","4,266.50","","-0.52%"
"29-09-2006","4,288.97","4,288.97","4,288.97","4,288.97","","0.47%"
"28-09-2006","4,269.07","4,269.07","4,269.07","4,269.07","","-0.21%"
"27-09-2006","4,278.10","4,278.10","4,278.10","4,278.10","","0.21%"
"26-09-2006","4,269.07","4,269.07","4,269.07","4,269.07","","1.37%"
"25-09-2006","4,211.34","4,211.34","4,211.34","4,211.34","","-0.58%"
"22-09-2006","4,235.96","4,235.96","4,235.96","4,235.96","","-0.24%"
"21-09-2006","4,246.33","4,246.33","4,246.33","4,246.33","","1.43%"
"20-09-2006","4,186.27","4,186.27","4,186.27","4,186.27","","1.31%"
"19-09-2006","4,131.95","4,131.95","4,131.95","4,131.95","","-1.01%"
"18-09-2006","4,174.26","4,174.26","4,174.26","4,174.26","","0.41%"
"15-09-2006","4,157.22","4,157.22","4,157.22","4,157.22","","0.20%"
"14-09-2006","4,148.85","4,148.85","4,148.85","4,148.85","","0.49%"
"13-09-2006","4,128.48","4,128.48","4,128.48","4,128.48","","1.91%"
"12-09-2006","4,051.22","4,051.22","4,051.22","4,051.22","","0.71%"
"11-09-2006","4,022.83","4,022.83","4,022.83","4,022.83","","-3.03%"
"08-09-2006","4,148.68","4,148.68","4,148.68","4,148.68","","0.49%"
"07-09-2006","4,128.48","4,128.48","4,128.48","4,128.48","","-0.65%"
"06-09-2006","4,155.31","4,155.31","4,155.31","4,155.31","","0.25%"
"05-09-2006","4,145.07","4,145.07","4,145.07","4,145.07","","-0.09%"
"04-09-2006","4,148.77","4,148.77","4,148.77","4,148.77","","1.21%"
"01-09-2006","4,099.37","4,099.37","4,099.37","4,099.37","","0.63%"
"31-08-2006","4,073.55","4,073.55","4,073.55","4,073.55","","-0.48%"
"30-08-2006","4,093.18","4,093.18","4,093.18","4,093.18","","0.14%"
"29-08-2006","4,087.63","4,087.63","4,087.63","4,087.63","","0.72%"
"28-08-2006","4,058.28","4,058.28","4,058.28","4,058.28","","0.45%"
"25-08-2006","4,040.20","4,040.20","4,040.20","4,040.20","","0.46%"
"24-08-2006","4,021.65","4,021.65","4,021.65","4,021.65","","1.04%"
"23-08-2006","3,980.36","3,980.36","3,980.36","3,980.36","","-0.85%"
"22-08-2006","4,014.51","4,014.51","4,014.51","4,014.51","","-0.04%"
"21-08-2006","4,016.18","4,016.18","4,016.18","4,016.18","","0.28%"
"18-08-2006","4,005.15","4,005.15","4,005.15","4,005.15","","0.10%"
"17-08-2006","4,001.21","4,001.21","4,001.21","4,001.21","","-0.06%"
"16-08-2006","4,003.77","4,003.77","4,003.77","4,003.77","","1.30%"
"14-08-2006","3,952.53","3,952.53","3,952.53","3,952.53","","1.22%"
"11-08-2006","3,904.83","3,904.83","3,904.83","3,904.83","","0.45%"
"10-08-2006","3,887.22","3,887.22","3,887.22","3,887.22","","0.19%"
"09-08-2006","3,880.02","3,880.02","3,880.02","3,880.02","","1.32%"
"08-08-2006","3,829.33","3,829.33","3,829.33","3,829.33","","1.98%"
"07-08-2006","3,754.87","3,754.87","3,754.87","3,754.87","","-0.81%"
"04-08-2006","3,785.43","3,785.43","3,785.43","3,785.43","","-0.42%"
"03-08-2006","3,801.22","3,801.22","3,801.22","3,801.22","","0.25%"
"02-08-2006","3,791.81","3,791.81","3,791.81","3,791.81","","1.09%"
"01-08-2006","3,750.94","3,750.94","3,750.94","3,750.94","","0.15%"
