"Date","Price","Open","High","Low","Vol.","Change %"
"22-09-2003","1,480.34","1,480.34","1,480.34","1,480.34","","-1.45%"
"19-09-2003","1,502.11","1,502.11","1,502.11","1,502.11","","1.52%"
"18-09-2003","1,479.66","1,479.66","1,479.66","1,479.66","","-2.92%"
"17-09-2003","1,524.15","1,524.15","1,524.15","1,524.15","","-1.20%"
"16-09-2003","1,542.69","1,542.69","1,542.69","1,542.69","","2.16%"
"15-09-2003","1,510.13","1,510.13","1,510.13","1,510.13","","-3.12%"
"12-09-2003","1,558.80","1,558.80","1,558.80","1,558.80","","-2.15%"
"11-09-2003","1,593.05","1,593.05","1,593.05","1,593.05","","-0.45%"
"10-09-2003","1,600.32","1,600.32","1,600.32","1,600.32","","0.18%"
"09-09-2003","1,597.47","1,597.47","1,597.47","1,597.47","","-0.73%"
"08-09-2003","1,609.21","1,609.21","1,609.21","1,609.21","","1.37%"
"05-09-2003","1,587.39","1,587.39","1,587.39","1,587.39","","1.99%"
"04-09-2003","1,556.41","1,556.41","1,556.41","1,556.41","","0.98%"
"03-09-2003","1,541.24","1,541.24","1,541.24","1,541.24","","-1.89%"
"02-09-2003","1,570.87","1,570.87","1,570.87","1,570.87","","0.69%"
"01-09-2003","1,560.10","1,560.10","1,560.10","1,560.10","","1.43%"
"29-08-2003","1,538.08","1,538.08","1,538.08","1,538.08","","1.23%"
"28-08-2003","1,519.36","1,519.36","1,519.36","1,519.36","","0.06%"
"27-08-2003","1,518.48","1,518.48","1,518.48","1,518.48","","1.68%"
"26-08-2003","1,493.41","1,493.41","1,493.41","1,493.41","","3.70%"
"25-08-2003","1,440.09","1,440.09","1,440.09","1,440.09","","-3.05%"
"22-08-2003","1,485.47","1,485.47","1,485.47","1,485.47","","0.80%"
"21-08-2003","1,473.69","1,473.69","1,473.69","1,473.69","","1.05%"
"20-08-2003","1,458.39","1,458.39","1,458.39","1,458.39","","0.76%"
"19-08-2003","1,447.35","1,447.35","1,447.35","1,447.35","","-0.29%"
"18-08-2003","1,451.58","1,451.58","1,451.58","1,451.58","","2.71%"
"14-08-2003","1,413.29","1,413.29","1,413.29","1,413.29","","0.20%"
"13-08-2003","1,410.53","1,410.53","1,410.53","1,410.53","","1.04%"
"12-08-2003","1,396.07","1,396.07","1,396.07","1,396.07","","0.16%"
"11-08-2003","1,393.84","1,393.84","1,393.84","1,393.84","","0.87%"
"08-08-2003","1,381.76","1,381.76","1,381.76","1,381.76","","2.22%"
"07-08-2003","1,351.76","1,351.76","1,351.76","1,351.76","","2.21%"
"06-08-2003","1,322.54","1,322.54","1,322.54","1,322.54","","-1.13%"
"05-08-2003","1,337.62","1,337.62","1,337.62","1,337.62","","-1.59%"
"04-08-2003","1,359.27","1,359.27","1,359.27","1,359.27","","0.76%"
"01-08-2003","1,349.06","1,349.06","1,349.06","1,349.06","","0.84%"
"31-07-2003","1,337.86","1,337.86","1,337.86","1,337.86","","0.24%"
"30-07-2003","1,334.65","1,334.65","1,334.65","1,334.65","","0.70%"
"29-07-2003","1,325.37","1,325.37","1,325.37","1,325.37","","0.48%"
"28-07-2003","1,319.08","1,319.08","1,319.08","1,319.08","","0.55%"
"25-07-2003","1,311.81","1,311.81","1,311.81","1,311.81","","2.05%"
"24-07-2003","1,285.50","1,285.50","1,285.50","1,285.50","","1.82%"
"23-07-2003","1,262.53","1,262.53","1,262.53","1,262.53","","0.90%"
"22-07-2003","1,251.30","1,251.30","1,251.30","1,251.30","","-0.59%"
"21-07-2003","1,258.78","1,258.78","1,258.78","1,258.78","","-2.12%"
"18-07-2003","1,286.05","1,286.05","1,286.05","1,286.05","","-1.04%"
"17-07-2003","1,299.63","1,299.63","1,299.63","1,299.63","","-1.43%"
"16-07-2003","1,318.49","1,318.49","1,318.49","1,318.49","","0.94%"
"15-07-2003","1,306.19","1,306.19","1,306.19","1,306.19","","-0.99%"
"14-07-2003","1,319.31","1,319.31","1,319.31","1,319.31","","1.01%"
"11-07-2003","1,306.17","1,306.17","1,306.17","1,306.17","","-0.06%"
"10-07-2003","1,306.98","1,306.98","1,306.98","1,306.98","","1.90%"
"09-07-2003","1,282.61","1,282.61","1,282.61","1,282.61","","-0.42%"
"08-07-2003","1,288.07","1,288.07","1,288.07","1,288.07","","0.47%"
"07-07-2003","1,282.07","1,282.07","1,282.07","1,282.07","","0.19%"
"04-07-2003","1,279.68","1,279.68","1,279.68","1,279.68","","-0.41%"
"03-07-2003","1,284.90","1,284.90","1,284.90","1,284.90","","0.96%"
"02-07-2003","1,272.68","1,272.68","1,272.68","1,272.68","","0.27%"
"01-07-2003","1,269.23","1,269.23","1,269.23","1,269.23","","-0.23%"
"30-06-2003","1,272.21","1,272.21","1,272.21","1,272.21","","0.81%"
"27-06-2003","1,262.04","1,262.04","1,262.04","1,262.04","","0.82%"
"26-06-2003","1,251.73","1,251.73","1,251.73","1,251.73","","0.89%"
"25-06-2003","1,240.65","1,240.65","1,240.65","1,240.65","","1.96%"
"24-06-2003","1,216.80","1,216.80","1,216.80","1,216.80","","-0.35%"
"23-06-2003","1,221.09","1,221.09","1,221.09","1,221.09","","-1.01%"
"20-06-2003","1,233.49","1,233.49","1,233.49","1,233.49","","1.13%"
"19-06-2003","1,219.73","1,219.73","1,219.73","1,219.73","","0.56%"
"18-06-2003","1,212.99","1,212.99","1,212.99","1,212.99","","0.44%"
"17-06-2003","1,207.62","1,207.62","1,207.62","1,207.62","","2.87%"
"16-06-2003","1,173.92","1,173.92","1,173.92","1,173.92","","-0.42%"
"13-06-2003","1,178.83","1,178.83","1,178.83","1,178.83","","0.47%"
"12-06-2003","1,173.35","1,173.35","1,173.35","1,173.35","","0.69%"
"11-06-2003","1,165.29","1,165.29","1,165.29","1,165.29","","0.60%"
"10-06-2003","1,158.30","1,158.30","1,158.30","1,158.30","","-1.31%"
"09-06-2003","1,173.69","1,173.69","1,173.69","1,173.69","","0.62%"
"06-06-2003","1,166.43","1,166.43","1,166.43","1,166.43","","1.10%"
"05-06-2003","1,153.78","1,153.78","1,153.78","1,153.78","","1.37%"
"04-06-2003","1,138.17","1,138.17","1,138.17","1,138.17","","1.03%"
"03-06-2003","1,126.61","1,126.61","1,126.61","1,126.61","","-0.44%"
"02-06-2003","1,131.60","1,131.60","1,131.60","1,131.60","","0.83%"
"30-05-2003","1,122.32","1,122.32","1,122.32","1,122.32","","0.42%"
"29-05-2003","1,117.64","1,117.64","1,117.64","1,117.64","","1.23%"
"28-05-2003","1,104.01","1,104.01","1,104.01","1,104.01","","1.46%"
"27-05-2003","1,088.15","1,088.15","1,088.15","1,088.15","","-0.57%"
"26-05-2003","1,094.38","1,094.38","1,094.38","1,094.38","","1.50%"
"23-05-2003","1,078.19","1,078.19","1,078.19","1,078.19","","0.70%"
"22-05-2003","1,070.72","1,070.72","1,070.72","1,070.72","","-0.49%"
"21-05-2003","1,076.04","1,076.04","1,076.04","1,076.04","","-0.36%"
"20-05-2003","1,079.97","1,079.97","1,079.97","1,079.97","","0.52%"
"19-05-2003","1,074.43","1,074.43","1,074.43","1,074.43","","-0.67%"
"16-05-2003","1,081.68","1,081.68","1,081.68","1,081.68","","1.38%"
"15-05-2003","1,066.94","1,066.94","1,066.94","1,066.94","","0.82%"
"14-05-2003","1,058.25","1,058.25","1,058.25","1,058.25","","0.85%"
"13-05-2003","1,049.37","1,049.37","1,049.37","1,049.37","","0.88%"
"12-05-2003","1,040.26","1,040.26","1,040.26","1,040.26","","-0.20%"
"09-05-2003","1,042.34","1,042.34","1,042.34","1,042.34","","-0.39%"
"08-05-2003","1,046.46","1,046.46","1,046.46","1,046.46","","-0.90%"
"07-05-2003","1,056.01","1,056.01","1,056.01","1,056.01","","-0.17%"
"06-05-2003","1,057.77","1,057.77","1,057.77","1,057.77","","0.68%"
"05-05-2003","1,050.60","1,050.60","1,050.60","1,050.60","","0.76%"
"02-05-2003","1,042.72","1,042.72","1,042.72","1,042.72","","0.45%"
"30-04-2003","1,038.00","1,038.00","1,038.00","1,038.00","","0.22%"
"29-04-2003","1,035.75","1,035.75","1,035.75","1,035.75","","0.30%"
"28-04-2003","1,032.69","1,032.69","1,032.69","1,032.69","","0.56%"
"25-04-2003","1,026.90","1,026.90","1,026.90","1,026.90","","-0.58%"
"24-04-2003","1,032.91","1,032.91","1,032.91","1,032.91","","-0.48%"
"23-04-2003","1,037.87","1,037.87","1,037.87","1,037.87","","-0.99%"
"22-04-2003","1,048.23","1,048.23","1,048.23","1,048.23","","-0.39%"
"21-04-2003","1,052.35","1,052.35","1,052.35","1,052.35","","0.69%"
"17-04-2003","1,045.11","1,045.11","1,045.11","1,045.11","","-1.87%"
"16-04-2003","1,065.07","1,065.07","1,065.07","1,065.07","","0.79%"
"15-04-2003","1,056.75","1,056.75","1,056.75","1,056.75","","0.14%"
"11-04-2003","1,055.23","1,055.23","1,055.23","1,055.23","","-1.29%"
"10-04-2003","1,069.00","1,069.00","1,069.00","1,069.00","","-4.23%"
"09-04-2003","1,116.21","1,116.21","1,116.21","1,116.21","","-1.30%"
"08-04-2003","1,130.94","1,130.94","1,130.94","1,130.94","","-1.30%"
"07-04-2003","1,145.80","1,145.80","1,145.80","1,145.80","","1.43%"
"04-04-2003","1,129.64","1,129.64","1,129.64","1,129.64","","0.95%"
"03-04-2003","1,118.97","1,118.97","1,118.97","1,118.97","","0.98%"
"02-04-2003","1,108.14","1,108.14","1,108.14","1,108.14","","1.54%"
"01-04-2003","1,091.38","1,091.38","1,091.38","1,091.38","","0.62%"
"31-03-2003","1,084.64","1,084.64","1,084.64","1,084.64","","-2.24%"
"28-03-2003","1,109.46","1,109.46","1,109.46","1,109.46","","-0.21%"
"27-03-2003","1,111.80","1,111.80","1,111.80","1,111.80","","-1.09%"
"26-03-2003","1,124.08","1,124.08","1,124.08","1,124.08","","0.25%"
"25-03-2003","1,121.27","1,121.27","1,121.27","1,121.27","","-0.26%"
"24-03-2003","1,124.15","1,124.15","1,124.15","1,124.15","","-2.24%"
"22-03-2003","1,149.94","1,149.94","1,149.94","1,149.94","","0.64%"
"21-03-2003","1,142.63","1,142.63","1,142.63","1,142.63","","0.52%"
"20-03-2003","1,136.74","1,136.74","1,136.74","1,136.74","","2.13%"
"19-03-2003","1,113.07","1,113.07","1,113.07","1,113.07","","1.12%"
"17-03-2003","1,100.72","1,100.72","1,100.72","1,100.72","","-0.66%"
"13-03-2003","1,108.08","1,108.08","1,108.08","1,108.08","","-0.20%"
"12-03-2003","1,110.35","1,110.35","1,110.35","1,110.35","","-1.27%"
"11-03-2003","1,124.60","1,124.60","1,124.60","1,124.60","","0.78%"
"10-03-2003","1,115.88","1,115.88","1,115.88","1,115.88","","-1.02%"
"07-03-2003","1,127.40","1,127.40","1,127.40","1,127.40","","-1.38%"
"06-03-2003","1,143.13","1,143.13","1,143.13","1,143.13","","-0.91%"
"05-03-2003","1,153.57","1,153.57","1,153.57","1,153.57","","-0.57%"
"04-03-2003","1,160.15","1,160.15","1,160.15","1,160.15","","-1.15%"
"03-03-2003","1,173.69","1,173.69","1,173.69","1,173.69","","-0.43%"
"28-02-2003","1,178.72","1,178.72","1,178.72","1,178.72","","0.99%"
"27-02-2003","1,167.18","1,167.18","1,167.18","1,167.18","","0.32%"
"26-02-2003","1,163.48","1,163.48","1,163.48","1,163.48","","-0.56%"
"25-02-2003","1,170.04","1,170.04","1,170.04","1,170.04","","-1.36%"
"24-02-2003","1,186.22","1,186.22","1,186.22","1,186.22","","0.38%"
"21-02-2003","1,181.78","1,181.78","1,181.78","1,181.78","","0.05%"
"20-02-2003","1,181.20","1,181.20","1,181.20","1,181.20","","0.13%"
"19-02-2003","1,179.72","1,179.72","1,179.72","1,179.72","","0.47%"
"18-02-2003","1,174.19","1,174.19","1,174.19","1,174.19","","0.10%"
"17-02-2003","1,173.00","1,173.00","1,173.00","1,173.00","","2.15%"
"14-02-2003","1,148.36","1,148.36","1,148.36","1,148.36","","-0.81%"
"12-02-2003","1,157.76","1,157.76","1,157.76","1,157.76","","-0.34%"
"11-02-2003","1,161.70","1,161.70","1,161.70","1,161.70","","-0.05%"
"10-02-2003","1,162.32","1,162.32","1,162.32","1,162.32","","-0.85%"
"07-02-2003","1,172.23","1,172.23","1,172.23","1,172.23","","-0.57%"
"06-02-2003","1,178.96","1,178.96","1,178.96","1,178.96","","1.55%"
"05-02-2003","1,161.01","1,161.01","1,161.01","1,161.01","","-0.70%"
"04-02-2003","1,169.20","1,169.20","1,169.20","1,169.20","","-0.05%"
"03-02-2003","1,169.78","1,169.78","1,169.78","1,169.78","","1.31%"
"31-01-2003","1,154.67","1,154.67","1,154.67","1,154.67","","0.72%"
"30-01-2003","1,146.45","1,146.45","1,146.45","1,146.45","","-0.25%"
"29-01-2003","1,149.31","1,149.31","1,149.31","1,149.31","","-0.86%"
"28-01-2003","1,159.29","1,159.29","1,159.29","1,159.29","","0.82%"
"27-01-2003","1,149.82","1,149.82","1,149.82","1,149.82","","-1.74%"
"24-01-2003","1,170.17","1,170.17","1,170.17","1,170.17","","-1.39%"
"23-01-2003","1,186.63","1,186.63","1,186.63","1,186.63","","-1.11%"
"22-01-2003","1,199.89","1,199.89","1,199.89","1,199.89","","0.46%"
"21-01-2003","1,194.36","1,194.36","1,194.36","1,194.36","","0.14%"
"20-01-2003","1,192.65","1,192.65","1,192.65","1,192.65","","-0.93%"
"17-01-2003","1,203.87","1,203.87","1,203.87","1,203.87","","-0.17%"
"16-01-2003","1,205.96","1,205.96","1,205.96","1,205.96","","0.31%"
"15-01-2003","1,202.24","1,202.24","1,202.24","1,202.24","","0.56%"
"14-01-2003","1,195.54","1,195.54","1,195.54","1,195.54","","0.49%"
"13-01-2003","1,189.73","1,189.73","1,189.73","1,189.73","","-0.60%"
"10-01-2003","1,196.96","1,196.96","1,196.96","1,196.96","","-1.56%"
"09-01-2003","1,215.89","1,215.89","1,215.89","1,215.89","","0.73%"
"08-01-2003","1,207.05","1,207.05","1,207.05","1,207.05","","0.70%"
"07-01-2003","1,198.69","1,198.69","1,198.69","1,198.69","","-0.24%"
"06-01-2003","1,201.52","1,201.52","1,201.52","1,201.52","","-0.48%"
"03-01-2003","1,207.31","1,207.31","1,207.31","1,207.31","","-0.32%"
"02-01-2003","1,211.14","1,211.14","1,211.14","1,211.14","","-0.65%"
"01-01-2003","1,219.01","1,219.01","1,219.01","1,219.01","","0.61%"
"31-12-2002","1,211.66","1,211.66","1,211.66","1,211.66","","0.14%"
"30-12-2002","1,209.91","1,209.91","1,209.91","1,209.91","","-0.59%"
"27-12-2002","1,217.05","1,217.05","1,217.05","1,217.05","","0.33%"
"26-12-2002","1,213.07","1,213.07","1,213.07","1,213.07","","0.90%"
"24-12-2002","1,202.23","1,202.23","1,202.23","1,202.23","","0.84%"
"23-12-2002","1,192.24","1,192.24","1,192.24","1,192.24","","-0.31%"
"20-12-2002","1,195.89","1,195.89","1,195.89","1,195.89","","0.31%"
"19-12-2002","1,192.19","1,192.19","1,192.19","1,192.19","","-0.18%"
"18-12-2002","1,194.34","1,194.34","1,194.34","1,194.34","","0.44%"
"17-12-2002","1,189.13","1,189.13","1,189.13","1,189.13","","-0.48%"
"16-12-2002","1,194.89","1,194.89","1,194.89","1,194.89","","-0.71%"
"13-12-2002","1,203.48","1,203.48","1,203.48","1,203.48","","0.85%"
"12-12-2002","1,193.28","1,193.28","1,193.28","1,193.28","","0.68%"
"11-12-2002","1,185.25","1,185.25","1,185.25","1,185.25","","0.57%"
"10-12-2002","1,178.55","1,178.55","1,178.55","1,178.55","","0.48%"
"09-12-2002","1,172.95","1,172.95","1,172.95","1,172.95","","-1.00%"
"06-12-2002","1,184.77","1,184.77","1,184.77","1,184.77","","2.29%"
"05-12-2002","1,158.26","1,158.26","1,158.26","1,158.26","","0.92%"
"04-12-2002","1,147.68","1,147.68","1,147.68","1,147.68","","-1.76%"
"03-12-2002","1,168.28","1,168.28","1,168.28","1,168.28","","-1.21%"
"02-12-2002","1,182.57","1,182.57","1,182.57","1,182.57","","1.69%"
"29-11-2002","1,162.91","1,162.91","1,162.91","1,162.91","","0.04%"
"28-11-2002","1,162.41","1,162.41","1,162.41","1,162.41","","1.80%"
"27-11-2002","1,141.82","1,141.82","1,141.82","1,141.82","","-0.49%"
"26-11-2002","1,147.41","1,147.41","1,147.41","1,147.41","","0.97%"
"25-11-2002","1,136.39","1,136.39","1,136.39","1,136.39","","0.59%"
"22-11-2002","1,129.69","1,129.69","1,129.69","1,129.69","","1.13%"
"21-11-2002","1,117.07","1,117.07","1,117.07","1,117.07","","0.71%"
"20-11-2002","1,109.15","1,109.15","1,109.15","1,109.15","","0.48%"
"18-11-2002","1,103.89","1,103.89","1,103.89","1,103.89","","0.66%"
"15-11-2002","1,096.69","1,096.69","1,096.69","1,096.69","","1.90%"
"14-11-2002","1,076.26","1,076.26","1,076.26","1,076.26","","0.97%"
"13-11-2002","1,065.97","1,065.97","1,065.97","1,065.97","","0.29%"
"12-11-2002","1,062.87","1,062.87","1,062.87","1,062.87","","0.61%"
"11-11-2002","1,056.45","1,056.45","1,056.45","1,056.45","","-0.30%"
"08-11-2002","1,059.66","1,059.66","1,059.66","1,059.66","","-0.39%"
"07-11-2002","1,063.81","1,063.81","1,063.81","1,063.81","","-0.17%"
"05-11-2002","1,065.58","1,065.58","1,065.58","1,065.58","","0.03%"
"04-11-2002","1,065.28","1,065.28","1,065.28","1,065.28","","1.12%"
"01-11-2002","1,053.49","1,053.49","1,053.49","1,053.49","","0.00%"
"31-10-2002","1,053.44","1,053.44","1,053.44","1,053.44","","1.46%"
"30-10-2002","1,038.32","1,038.32","1,038.32","1,038.32","","0.11%"
"29-10-2002","1,037.13","1,037.13","1,037.13","1,037.13","","1.54%"
"28-10-2002","1,021.41","1,021.41","1,021.41","1,021.41","","-1.02%"
"25-10-2002","1,031.92","1,031.92","1,031.92","1,031.92","","-1.55%"
"24-10-2002","1,048.19","1,048.19","1,048.19","1,048.19","","-1.09%"
"23-10-2002","1,059.76","1,059.76","1,059.76","1,059.76","","-0.34%"
"22-10-2002","1,063.36","1,063.36","1,063.36","1,063.36","","-0.50%"
"21-10-2002","1,068.72","1,068.72","1,068.72","1,068.72","","-0.43%"
"18-10-2002","1,073.30","1,073.30","1,073.30","1,073.30","","-0.17%"
"17-10-2002","1,075.12","1,075.12","1,075.12","1,075.12","","-0.03%"
"16-10-2002","1,075.46","1,075.46","1,075.46","1,075.46","","0.12%"
"14-10-2002","1,074.19","1,074.19","1,074.19","1,074.19","","0.14%"
"11-10-2002","1,072.64","1,072.64","1,072.64","1,072.64","","1.31%"
"10-10-2002","1,058.72","1,058.72","1,058.72","1,058.72","","0.39%"
"09-10-2002","1,054.63","1,054.63","1,054.63","1,054.63","","-0.63%"
"08-10-2002","1,061.31","1,061.31","1,061.31","1,061.31","","0.64%"
"07-10-2002","1,054.57","1,054.57","1,054.57","1,054.57","","0.69%"
"04-10-2002","1,047.34","1,047.34","1,047.34","1,047.34","","0.00%"
"03-10-2002","1,047.34","1,047.34","1,047.34","1,047.34","","-0.74%"
"01-10-2002","1,055.13","1,055.13","1,055.13","1,055.13","","-0.83%"
"30-09-2002","1,063.92","1,063.92","1,063.92","1,063.92","","-1.36%"
"27-09-2002","1,078.61","1,078.61","1,078.61","1,078.61","","0.68%"
"26-09-2002","1,071.37","1,071.37","1,071.37","1,071.37","","-0.02%"
"25-09-2002","1,071.54","1,071.54","1,071.54","1,071.54","","0.40%"
"24-09-2002","1,067.28","1,067.28","1,067.28","1,067.28","","-0.42%"
"23-09-2002","1,071.81","1,071.81","1,071.81","1,071.81","","0.07%"
"20-09-2002","1,071.04","1,071.04","1,071.04","1,071.04","","-0.66%"
"19-09-2002","1,078.16","1,078.16","1,078.16","1,078.16","","-0.77%"
"18-09-2002","1,086.50","1,086.50","1,086.50","1,086.50","","-1.14%"
"17-09-2002","1,098.99","1,098.99","1,098.99","1,098.99","","0.93%"
"16-09-2002","1,088.88","1,088.88","1,088.88","1,088.88","","-0.63%"
"13-09-2002","1,095.78","1,095.78","1,095.78","1,095.78","","-0.96%"
"12-09-2002","1,106.44","1,106.44","1,106.44","1,106.44","","0.36%"
"11-09-2002","1,102.45","1,102.45","1,102.45","1,102.45","","0.04%"
"09-09-2002","1,101.98","1,101.98","1,101.98","1,101.98","","0.33%"
"06-09-2002","1,098.32","1,098.32","1,098.32","1,098.32","","-1.33%"
"05-09-2002","1,113.08","1,113.08","1,113.08","1,113.08","","0.19%"
"04-09-2002","1,110.94","1,110.94","1,110.94","1,110.94","","0.58%"
"03-09-2002","1,104.51","1,104.51","1,104.51","1,104.51","","-1.22%"
"02-09-2002","1,118.20","1,118.20","1,118.20","1,118.20","","0.29%"
"30-08-2002","1,115.02","1,115.02","1,115.02","1,115.02","","2.37%"
"29-08-2002","1,089.21","1,089.21","1,089.21","1,089.21","","0.17%"
"28-08-2002","1,087.38","1,087.38","1,087.38","1,087.38","","-0.20%"
"27-08-2002","1,089.55","1,089.55","1,089.55","1,089.55","","-1.12%"
"26-08-2002","1,101.87","1,101.87","1,101.87","1,101.87","","0.36%"
"23-08-2002","1,097.94","1,097.94","1,097.94","1,097.94","","0.96%"
"22-08-2002","1,087.46","1,087.46","1,087.46","1,087.46","","-0.27%"
"21-08-2002","1,090.39","1,090.39","1,090.39","1,090.39","","-0.01%"
"20-08-2002","1,090.50","1,090.50","1,090.50","1,090.50","","0.89%"
"19-08-2002","1,080.83","1,080.83","1,080.83","1,080.83","","0.06%"
"16-08-2002","1,080.16","1,080.16","1,080.16","1,080.16","","1.01%"
"14-08-2002","1,069.39","1,069.39","1,069.39","1,069.39","","-0.63%"
"13-08-2002","1,076.22","1,076.22","1,076.22","1,076.22","","0.64%"
"12-08-2002","1,069.38","1,069.38","1,069.38","1,069.38","","0.82%"
"09-08-2002","1,060.67","1,060.67","1,060.67","1,060.67","","0.88%"
"08-08-2002","1,051.41","1,051.41","1,051.41","1,051.41","","-1.60%"
"07-08-2002","1,068.49","1,068.49","1,068.49","1,068.49","","0.42%"
"06-08-2002","1,064.05","1,064.05","1,064.05","1,064.05","","0.35%"
"05-08-2002","1,060.31","1,060.31","1,060.31","1,060.31","","0.89%"
"02-08-2002","1,050.95","1,050.95","1,050.95","1,050.95","","-0.20%"
"01-08-2002","1,053.08","1,053.08","1,053.08","1,053.08","","-0.13%"
"31-07-2002","1,054.40","1,054.40","1,054.40","1,054.40","","-0.11%"
"30-07-2002","1,055.56","1,055.56","1,055.56","1,055.56","","-1.12%"
"29-07-2002","1,067.49","1,067.49","1,067.49","1,067.49","","-0.09%"
"26-07-2002","1,068.40","1,068.40","1,068.40","1,068.40","","-2.80%"
"25-07-2002","1,099.18","1,099.18","1,099.18","1,099.18","","-0.25%"
"24-07-2002","1,101.92","1,101.92","1,101.92","1,101.92","","-1.75%"
"23-07-2002","1,121.51","1,121.51","1,121.51","1,121.51","","0.98%"
"22-07-2002","1,110.65","1,110.65","1,110.65","1,110.65","","-2.26%"
"19-07-2002","1,136.33","1,136.33","1,136.33","1,136.33","","-0.52%"
"18-07-2002","1,142.25","1,142.25","1,142.25","1,142.25","","0.87%"
"17-07-2002","1,132.40","1,132.40","1,132.40","1,132.40","","-0.33%"
"16-07-2002","1,136.13","1,136.13","1,136.13","1,136.13","","-1.13%"
"15-07-2002","1,149.08","1,149.08","1,149.08","1,149.08","","-0.97%"
"12-07-2002","1,160.32","1,160.32","1,160.32","1,160.32","","0.25%"
"11-07-2002","1,157.45","1,157.45","1,157.45","1,157.45","","-1.32%"
"10-07-2002","1,172.88","1,172.88","1,172.88","1,172.88","","-0.76%"
"09-07-2002","1,181.85","1,181.85","1,181.85","1,181.85","","-0.14%"
"08-07-2002","1,183.45","1,183.45","1,183.45","1,183.45","","0.77%"
"05-07-2002","1,174.42","1,174.42","1,174.42","1,174.42","","0.30%"
"04-07-2002","1,170.87","1,170.87","1,170.87","1,170.87","","0.06%"
"03-07-2002","1,170.12","1,170.12","1,170.12","1,170.12","","0.26%"
"02-07-2002","1,167.13","1,167.13","1,167.13","1,167.13","","-0.08%"
"01-07-2002","1,168.04","1,168.04","1,168.04","1,168.04","","1.05%"
"28-06-2002","1,155.86","1,155.86","1,155.86","1,155.86","","0.89%"
"27-06-2002","1,145.68","1,145.68","1,145.68","1,145.68","","0.42%"
"26-06-2002","1,140.92","1,140.92","1,140.92","1,140.92","","-1.05%"
"25-06-2002","1,152.99","1,152.99","1,152.99","1,152.99","","-0.61%"
"24-06-2002","1,160.03","1,160.03","1,160.03","1,160.03","","-0.07%"
"21-06-2002","1,160.80","1,160.80","1,160.80","1,160.80","","-0.70%"
"20-06-2002","1,168.99","1,168.99","1,168.99","1,168.99","","0.69%"
"19-06-2002","1,160.97","1,160.97","1,160.97","1,160.97","","-1.11%"
"18-06-2002","1,174.06","1,174.06","1,174.06","1,174.06","","-1.28%"
"17-06-2002","1,189.29","1,189.29","1,189.29","1,189.29","","0.29%"
"14-06-2002","1,185.80","1,185.80","1,185.80","1,185.80","","0.26%"
"13-06-2002","1,182.69","1,182.69","1,182.69","1,182.69","","-0.91%"
"12-06-2002","1,193.55","1,193.55","1,193.55","1,193.55","","-0.36%"
"11-06-2002","1,197.85","1,197.85","1,197.85","1,197.85","","2.57%"
"10-06-2002","1,167.83","1,167.83","1,167.83","1,167.83","","2.01%"
"07-06-2002","1,144.80","1,144.80","1,144.80","1,144.80","","-1.46%"
"06-06-2002","1,161.78","1,161.78","1,161.78","1,161.78","","0.01%"
"05-06-2002","1,161.61","1,161.61","1,161.61","1,161.61","","1.80%"
"04-06-2002","1,141.09","1,141.09","1,141.09","1,141.09","","0.54%"
"03-06-2002","1,134.92","1,134.92","1,134.92","1,134.92","","1.07%"
"31-05-2002","1,122.86","1,122.86","1,122.86","1,122.86","","-0.32%"
"30-05-2002","1,126.51","1,126.51","1,126.51","1,126.51","","-0.89%"
"29-05-2002","1,136.59","1,136.59","1,136.59","1,136.59","","0.36%"
"28-05-2002","1,132.50","1,132.50","1,132.50","1,132.50","","-2.25%"
"27-05-2002","1,158.62","1,158.62","1,158.62","1,158.62","","-0.40%"
"24-05-2002","1,163.31","1,163.31","1,163.31","1,163.31","","3.93%"
"23-05-2002","1,119.35","1,119.35","1,119.35","1,119.35","","-1.77%"
"22-05-2002","1,139.57","1,139.57","1,139.57","1,139.57","","-0.37%"
"21-05-2002","1,143.83","1,143.83","1,143.83","1,143.83","","-2.32%"
"20-05-2002","1,170.98","1,170.98","1,170.98","1,170.98","","-1.49%"
"17-05-2002","1,188.74","1,188.74","1,188.74","1,188.74","","-0.20%"
"16-05-2002","1,191.09","1,191.09","1,191.09","1,191.09","","-1.35%"
"15-05-2002","1,207.44","1,207.44","1,207.44","1,207.44","","-0.65%"
"14-05-2002","1,215.39","1,215.39","1,215.39","1,215.39","","-0.41%"
"13-05-2002","1,220.35","1,220.35","1,220.35","1,220.35","","0.29%"
"10-05-2002","1,216.81","1,216.81","1,216.81","1,216.81","","-0.99%"
"09-05-2002","1,229.02","1,229.02","1,229.02","1,229.02","","0.89%"
"08-05-2002","1,218.12","1,218.12","1,218.12","1,218.12","","0.62%"
"07-05-2002","1,210.60","1,210.60","1,210.60","1,210.60","","0.91%"
"06-05-2002","1,199.74","1,199.74","1,199.74","1,199.74","","0.36%"
"03-05-2002","1,195.38","1,195.38","1,195.38","1,195.38","","0.33%"
"02-05-2002","1,191.41","1,191.41","1,191.41","1,191.41","","0.81%"
"30-04-2002","1,181.82","1,181.82","1,181.82","1,181.82","","0.96%"
"29-04-2002","1,170.59","1,170.59","1,170.59","1,170.59","","-2.11%"
"26-04-2002","1,195.87","1,195.87","1,195.87","1,195.87","","0.28%"
"25-04-2002","1,192.50","1,192.50","1,192.50","1,192.50","","-1.47%"
